date,new_cases,new_deaths,new_tests,day,month,year,weekday,total_case,location,continent,population,life_expectancy,hospital_beds_per_thousand,gdp_per_capita,case/million
2020-08-18,320.0,4.0,32687.0,18,8,2020,1,254680.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4212.252729110341
2020-08-19,401.0,5.0,41290.0,19,8,2020,2,255081.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4218.885012871261
2020-08-20,642.0,7.0,49662.0,20,8,2020,3,255723.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4229.503282633135
2020-08-21,840.0,6.0,44943.0,21,8,2020,4,256563.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4243.3963458729695
2020-08-22,947.0,9.0,46613.0,22,8,2020,5,257510.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4259.059120739783
2020-08-23,1071.0,3.0,47463.0,23,8,2020,6,258581.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4276.7727763705725
2020-08-24,1209.0,7.0,33358.0,24,8,2020,0,259790.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4296.768863819334
2020-08-25,953.0,4.0,45798.0,25,8,2020,1,260743.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4312.530874852147
2020-08-26,876.0,4.0,58054.0,26,8,2020,2,261619.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4327.019355087974
2020-08-27,1366.0,13.0,57640.0,27,8,2020,3,262985.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4349.612122213704
2020-08-28,1409.0,5.0,65135.0,28,8,2020,4,264394.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4372.916081862428
2020-08-29,1460.0,9.0,64294.0,29,8,2020,5,265854.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4397.0635489221395
2020-08-30,1444.0,1.0,53541.0,30,8,2020,6,267298.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4420.946386205856
2020-08-31,1365.0,4.0,42583.0,31,8,2020,0,268663.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4443.5226139705865
2020-09-01,996.0,6.0,54395.0,1,9,2020,1,269659.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4459.99581752639
2020-09-02,975.0,8.0,,2,9,2020,2,270634.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4476.121694501198
2020-09-03,1326.0,6.0,,3,9,2020,3,271960.5,Italy,Europe,60461828.0,83.51,3.18,35220.084,4498.052887186937
